Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Ast,xAG,KP,PrgP,TB,Crs,CK,Succ,Att_stats_possession,PrgR,SCA90,GCA90,Tkl,TklW,Int,Blocks_stats_defense,Clr,Err,Ast_p90,xAG_p90,KP_p90,PrgP_p90,TB_p90,Crs_p90,CK_p90,Succ_p90,Att_stats_possession_p90,PrgR_p90,Tkl_p90,TklW_p90,Int_p90,Blocks_stats_defense_p90,Clr_p90,Err_p90
Jaka Bijol,si SVN,DF,Udinese,it Serie A,25.0,34,34,2963,32.9,0,0.6,12,98,2,3,0,2,3,10,0.91,0.03,43,25,38,38,182,1,0.0,0.018,0.365,2.979,0.061,0.091,0.0,0.061,0.091,0.304,1.307,0.76,1.155,1.155,5.532,0.03
Cristiano Biraghi,it ITA,DF,Torino,it Serie A,31.0,15,13,1158,12.9,0,2.7,25,36,0,107,40,1,8,49,3.19,0.0,16,10,8,15,44,0,0.0,0.209,1.938,2.791,0.0,8.295,3.101,0.078,0.62,3.798,1.24,0.775,0.62,1.163,3.411,0.0
Samuele Birindelli,it ITA,"DF,MF",Monza,it Serie A,25.0,21,18,1468,16.3,0,1.4,18,35,0,64,0,5,10,100,2.15,0.12,22,15,10,15,34,2,0.0,0.086,1.104,2.147,0.0,3.926,0.0,0.307,0.613,6.135,1.35,0.92,0.613,0.92,2.086,0.123
Emmanuel Biumla,fr FRA,DF,Angers,fr Ligue 1,19.0,17,15,1336,14.8,0,0.0,1,16,0,0,0,7,12,0,0.27,0.0,19,12,8,18,84,1,0.0,0.0,0.068,1.081,0.0,0.0,0.0,0.473,0.811,0.0,1.284,0.811,0.541,1.216,5.676,0.068
Daley Blind,nl NED,DF,Girona,es La Liga,34.0,34,31,2780,30.9,2,1.6,19,272,4,42,1,15,28,61,1.52,0.23,49,27,32,32,94,2,0.065,0.052,0.615,8.803,0.129,1.359,0.032,0.485,0.906,1.974,1.586,0.874,1.036,1.036,3.042,0.065
Sacha Boey,fr FRA,DF,Bayern Munich,de Bundesliga,23.0,13,6,593,6.6,2,1.2,3,39,0,11,0,6,19,63,1.67,0.46,20,5,2,6,14,0,0.303,0.182,0.455,5.909,0.0,1.667,0.0,0.909,2.879,9.545,3.03,0.758,0.303,0.909,2.121,0.0
Lamare Bogarde,nl NED,"DF,MF",Aston Villa,eng Premier League,20.0,8,5,476,5.3,0,0.1,2,14,0,0,0,2,4,9,1.89,0.19,14,6,1,5,13,0,0.0,0.019,0.377,2.642,0.0,0.0,0.0,0.377,0.755,1.698,2.642,1.132,0.189,0.943,2.453,0.0
Adama Boiro,es ESP,"DF,FW",Athletic Club,es La Liga,22.0,18,13,1101,12.2,0,0.5,5,46,0,31,0,8,26,36,1.31,0.0,20,11,12,10,27,1,0.0,0.041,0.41,3.77,0.0,2.541,0.0,0.656,2.131,2.951,1.639,0.902,0.984,0.82,2.213,0.082
Moïse Bombito,ca CAN,DF,Nice,fr Ligue 1,24.0,27,25,2192,24.4,0,0.2,2,97,3,2,0,12,17,10,0.74,0.16,37,25,18,35,121,7,0.0,0.008,0.082,3.975,0.123,0.082,0.0,0.492,0.697,0.41,1.516,1.025,0.738,1.434,4.959,0.287
Sebastiaan Bornauw,be BEL,DF,Wolfsburg,de Bundesliga,25.0,15,8,788,8.8,1,0.5,1,21,0,1,0,0,1,1,0.46,0.11,9,6,12,14,36,0,0.114,0.057,0.114,2.386,0.0,0.114,0.0,0.0,0.114,0.114,1.023,0.682,1.364,1.591,4.091,0.0
Enzo Boyomo,cm CMR,DF,Osasuna,es La Liga,22.0,34,33,2987,33.2,0,0.9,4,111,4,2,0,9,16,7,0.39,0.03,68,43,44,34,137,3,0.0,0.027,0.12,3.343,0.12,0.06,0.0,0.271,0.482,0.211,2.048,1.295,1.325,1.024,4.127,0.09
Domagoj Bradarić,hr CRO,DF,Hellas Verona,it Serie A,24.0,28,24,1933,21.5,0,2.2,25,46,0,78,25,15,37,83,2.19,0.05,36,28,15,17,49,1,0.0,0.102,1.163,2.14,0.0,3.628,1.163,0.698,1.721,3.86,1.674,1.302,0.698,0.791,2.279,0.047
Conor Bradley,nir NIR,DF,Liverpool,eng Premier League,21.0,19,7,754,8.4,2,1.4,7,33,0,7,0,10,25,39,2.27,0.48,14,10,4,9,31,0,0.238,0.167,0.833,3.929,0.0,0.833,0.0,1.19,2.976,4.643,1.667,1.19,0.476,1.071,3.69,0.0
Jarrad Branthwaite,eng ENG,DF,Everton,eng Premier League,22.0,30,28,2511,27.9,1,0.7,3,66,1,5,0,3,6,2,0.47,0.07,36,20,27,31,191,4,0.036,0.025,0.108,2.366,0.036,0.179,0.0,0.108,0.215,0.072,1.29,0.717,0.968,1.111,6.846,0.143
Lilian Brassier,fr FRA,DF,Marseille,fr Ligue 1,24.0,12,9,779,8.7,0,0.0,1,40,0,5,0,1,9,8,0.35,0.0,8,6,9,8,28,2,0.0,0.0,0.115,4.598,0.0,0.575,0.0,0.115,1.034,0.92,0.92,0.69,1.034,0.92,3.218,0.23
Lilian Brassier,fr FRA,DF,Rennes,fr Ligue 1,24.0,14,14,1234,13.7,1,0.3,6,75,1,9,0,2,4,11,1.6,0.07,15,12,22,17,62,1,0.073,0.022,0.438,5.474,0.073,0.657,0.0,0.146,0.292,0.803,1.095,0.876,1.606,1.241,4.526,0.073
James Bree,eng ENG,DF,Southampton,eng Premier League,26.0,17,13,1075,11.9,1,0.9,10,34,0,29,3,4,8,43,1.34,0.08,19,14,9,10,29,0,0.084,0.076,0.84,2.857,0.0,2.437,0.252,0.336,0.672,3.613,1.597,1.176,0.756,0.84,2.437,0.0
Gleison Bremer,br BRA,DF,Juventus,it Serie A,27.0,6,6,540,6.0,0,0.0,0,21,0,0,0,3,4,0,0.5,0.0,15,7,6,15,16,0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.5,0.667,0.0,2.5,1.167,1.0,2.5,2.667,0.0
Nathaniel Brown,de GER,"DF,MF",Eint Frankfurt,de Bundesliga,21.0,26,22,1947,21.6,6,5.1,39,63,2,92,48,11,33,119,2.96,0.51,71,42,15,30,55,1,0.278,0.236,1.806,2.917,0.093,4.259,2.222,0.509,1.528,5.509,3.287,1.944,0.694,1.389,2.546,0.046
Santiago Bueno,uy URU,DF,Wolves,eng Premier League,25.0,29,18,1687,18.7,0,0.0,0,28,1,0,0,0,4,1,0.64,0.21,41,21,15,36,70,0,0.0,0.0,0.0,1.497,0.053,0.0,0.0,0.0,0.214,0.053,2.193,1.123,0.802,1.925,3.743,0.0
Marius Bülter,de GER,"FW,DF",Hoffenheim,de Bundesliga,31.0,25,22,1729,19.2,2,3.1,22,35,3,84,0,24,47,155,2.5,0.36,13,10,4,10,14,1,0.104,0.161,1.146,1.823,0.156,4.375,0.0,1.25,2.448,8.073,0.677,0.521,0.208,0.521,0.729,0.052
Alessandro Buongiorno,it ITA,DF,Napoli,it Serie A,25.0,22,22,1924,21.4,0,0.6,5,82,0,1,0,1,7,8,0.89,0.09,39,23,35,30,73,2,0.0,0.028,0.234,3.832,0.0,0.047,0.0,0.047,0.327,0.374,1.822,1.075,1.636,1.402,3.411,0.093
Cameron Burgess,au AUS,DF,Ipswich Town,eng Premier League,28.0,18,16,1541,17.1,2,0.5,7,42,1,0,0,0,0,4,0.82,0.18,17,12,14,20,128,3,0.117,0.029,0.409,2.456,0.058,0.0,0.0,0.0,0.0,0.234,0.994,0.702,0.819,1.17,7.485,0.175
Dan Burn,eng ENG,DF,Newcastle Utd,eng Premier League,32.0,37,37,3330,37.0,1,0.9,9,75,0,3,0,3,4,14,0.73,0.11,39,24,27,36,197,4,0.027,0.024,0.243,2.027,0.0,0.081,0.0,0.081,0.108,0.378,1.054,0.649,0.73,0.973,5.324,0.108
Wes Burns,wls WAL,"FW,DF",Ipswich Town,eng Premier League,29.0,18,12,926,10.3,1,1.6,10,8,0,46,0,9,24,65,1.55,0.1,13,11,10,7,13,2,0.097,0.155,0.971,0.777,0.0,4.466,0.0,0.874,2.33,6.311,1.262,1.068,0.971,0.68,1.262,0.194
Marnon Busch,de GER,"DF,MF",Heidenheim,de Bundesliga,29.0,23,15,1396,15.5,1,1.1,12,63,1,52,1,3,8,43,1.74,0.06,26,17,13,23,65,5,0.065,0.071,0.774,4.065,0.065,3.355,0.065,0.194,0.516,2.774,1.677,1.097,0.839,1.484,4.194,0.323
Aurélio Buta,pt POR,DF,Reims,fr Ligue 1,27.0,27,24,1970,21.9,1,0.8,10,83,0,32,0,9,22,64,1.42,0.18,37,24,22,19,59,0,0.046,0.037,0.457,3.79,0.0,1.461,0.0,0.411,1.005,2.922,1.689,1.096,1.005,0.868,2.694,0.0
Leandro Cabrera,uy URU,DF,Espanyol,es La Liga,33.0,33,32,2869,31.9,2,0.9,9,69,1,17,0,1,2,6,0.66,0.22,40,23,30,35,199,2,0.063,0.028,0.282,2.163,0.031,0.533,0.0,0.031,0.063,0.188,1.254,0.721,0.94,1.097,6.238,0.063
Liberato Cacace,nz NZL,"MF,DF",Empoli,it Serie A,23.0,33,24,2230,24.8,4,1.7,25,70,1,102,54,14,51,97,2.18,0.16,37,25,22,26,59,0,0.161,0.069,1.008,2.823,0.04,4.113,2.177,0.565,2.056,3.911,1.492,1.008,0.887,1.048,2.379,0.0
Anthony Caci,fr FRA,DF,Mainz 05,de Bundesliga,27.0,33,33,2684,29.8,7,6.6,50,133,6,133,20,29,64,152,3.18,0.37,60,40,27,33,47,2,0.235,0.221,1.678,4.463,0.201,4.463,0.671,0.973,2.148,5.101,2.013,1.342,0.906,1.107,1.577,0.067
Moisés Caicedo,ec ECU,"MF,DF",Chelsea,eng Premier League,22.0,38,38,3351,37.2,2,3.0,30,215,12,10,0,29,64,37,2.63,0.24,114,73,49,49,60,1,0.054,0.081,0.806,5.78,0.323,0.269,0.0,0.78,1.72,0.995,3.065,1.962,1.317,1.317,1.613,0.027
Davide Calabria,it ITA,DF,Bologna,it Serie A,27.0,11,7,632,7.0,1,1.3,13,40,1,17,0,0,3,20,3.42,0.43,12,8,3,4,22,1,0.143,0.186,1.857,5.714,0.143,2.429,0.0,0.0,0.429,2.857,1.714,1.143,0.429,0.571,3.143,0.143
Riccardo Calafiori,it ITA,DF,Arsenal,eng Premier League,22.0,19,11,983,10.9,1,0.3,6,54,0,11,0,9,13,29,1.19,0.18,27,19,9,12,25,0,0.092,0.028,0.55,4.954,0.0,1.009,0.0,0.826,1.193,2.661,2.477,1.743,0.826,1.101,2.294,0.0
Luca Caldirola,it ITA,DF,Monza,it Serie A,33.0,14,10,876,9.7,0,0.1,2,22,0,1,0,1,1,4,0.51,0.0,11,7,11,9,43,1,0.0,0.01,0.206,2.268,0.0,0.103,0.0,0.103,0.103,0.412,1.134,0.722,1.134,0.928,4.433,0.103
Fernando Calero,es ESP,"DF,MF",Espanyol,es La Liga,28.0,21,6,715,7.9,0,0.0,3,17,0,2,0,0,0,2,0.76,0.0,18,10,16,16,50,1,0.0,0.0,0.38,2.152,0.0,0.253,0.0,0.0,0.0,0.253,2.278,1.266,2.025,2.025,6.329,0.127
Duje Ćaleta-Car,hr CRO,DF,Lyon,fr Ligue 1,27.0,19,17,1584,17.6,0,0.1,2,46,1,1,0,1,2,0,0.28,0.0,20,12,17,33,97,2,0.0,0.006,0.114,2.614,0.057,0.057,0.0,0.057,0.114,0.0,1.136,0.682,0.966,1.875,5.511,0.114
Eduardo Camavinga,fr FRA,"MF,DF",Real Madrid,es La Liga,21.0,19,11,1102,12.2,2,0.8,11,61,4,2,0,15,31,31,2.54,0.16,42,26,18,24,23,0,0.164,0.066,0.902,5.0,0.328,0.164,0.0,1.23,2.541,2.541,3.443,2.131,1.475,1.967,1.885,0.0
Andrea Cambiaso,it ITA,"DF,FW",Juventus,it Serie A,24.0,33,25,2221,24.7,3,2.6,34,111,2,66,14,27,50,122,3.45,0.36,46,30,16,24,34,5,0.121,0.105,1.377,4.494,0.081,2.672,0.567,1.093,2.024,4.939,1.862,1.215,0.648,0.972,1.377,0.202
Emre Can,de GER,"DF,MF",Dortmund,de Bundesliga,30.0,31,23,2105,23.4,0,0.7,8,116,3,11,0,15,26,12,1.37,0.09,50,28,20,31,89,3,0.0,0.03,0.342,4.957,0.128,0.47,0.0,0.641,1.111,0.513,2.137,1.197,0.855,1.325,3.803,0.128
Fali Candé,gw GNB,DF,Venezia,it Serie A,26.0,17,17,1530,17.0,1,0.6,4,47,0,7,0,9,10,3,0.82,0.18,25,19,15,21,90,2,0.059,0.035,0.235,2.765,0.0,0.412,0.0,0.529,0.588,0.176,1.471,1.118,0.882,1.235,5.294,0.118
Antonio Candela,it ITA,DF,Venezia,it Serie A,24.0,14,12,1008,11.2,1,0.8,9,27,0,22,0,6,12,25,1.52,0.09,31,21,8,7,22,2,0.089,0.071,0.804,2.411,0.0,1.964,0.0,0.536,1.071,2.232,2.768,1.875,0.714,0.625,1.964,0.179
Antonio Candela,it ITA,DF,Valladolid,es La Liga,24.0,12,12,906,10.1,0,0.8,6,22,1,20,0,6,15,29,0.79,0.0,9,6,6,11,33,0,0.0,0.079,0.594,2.178,0.099,1.98,0.0,0.594,1.485,2.871,0.891,0.594,0.594,1.089,3.267,0.0
Jaydee Canvot,fr FRA,"DF,MF",Toulouse,fr Ligue 1,18.0,18,12,1106,12.3,0,0.7,4,41,2,6,0,7,10,0,1.14,0.16,23,11,11,10,54,1,0.0,0.057,0.325,3.333,0.163,0.488,0.0,0.569,0.813,0.0,1.87,0.894,0.894,0.813,4.39,0.081
Andrea Carboni,it ITA,DF,Monza,it Serie A,23.0,26,25,2191,24.3,1,0.3,4,51,0,15,0,5,9,32,0.45,0.08,60,35,27,31,106,4,0.041,0.012,0.165,2.099,0.0,0.617,0.0,0.206,0.37,1.317,2.469,1.44,1.111,1.276,4.362,0.165
Sergi Cardona,es ESP,DF,Villarreal,es La Liga,25.0,35,34,2945,32.7,7,5.8,45,77,2,111,1,10,30,198,2.41,0.4,71,48,40,52,122,1,0.214,0.177,1.376,2.355,0.061,3.394,0.031,0.306,0.917,6.055,2.171,1.468,1.223,1.59,3.731,0.031
Diego Carlos,br BRA,DF,Aston Villa,eng Premier League,31.0,10,8,830,9.2,0,0.0,0,34,0,0,0,2,2,0,0.43,0.0,8,3,5,13,36,2,0.0,0.0,0.0,3.696,0.0,0.0,0.0,0.217,0.217,0.0,0.87,0.326,0.543,1.413,3.913,0.217
Carmona,es ESP,DF,Sevilla,es La Liga,22.0,35,35,2942,32.7,0,2.0,19,109,1,41,0,19,50,57,1.65,0.03,83,59,68,37,92,3,0.0,0.061,0.581,3.333,0.031,1.254,0.0,0.581,1.529,1.743,2.538,1.804,2.08,1.131,2.813,0.092
Sergio Carreira,es ESP,"MF,DF",Celta Vigo,es La Liga,23.0,23,19,1656,18.4,4,3.1,16,53,2,41,1,14,30,140,1.96,0.22,28,16,17,20,37,0,0.217,0.168,0.87,2.88,0.109,2.228,0.054,0.761,1.63,7.609,1.522,0.87,0.924,1.087,2.011,0.0
Dani Carvajal,es ESP,DF,Real Madrid,es La Liga,32.0,8,7,609,6.8,0,0.2,5,27,0,14,0,2,5,48,1.77,0.3,12,8,10,8,19,1,0.0,0.029,0.735,3.971,0.0,2.059,0.0,0.294,0.735,7.059,1.765,1.176,1.471,1.176,2.794,0.147
Nicolò Casale,it ITA,DF,Bologna,it Serie A,26.0,15,9,900,10.0,1,0.5,3,29,3,0,0,3,3,2,1.2,0.2,11,5,17,15,43,3,0.1,0.05,0.3,2.9,0.3,0.0,0.0,0.3,0.3,0.2,1.1,0.5,1.7,1.5,4.3,0.3
Matty Cash,pl POL,DF,Aston Villa,eng Premier League,26.0,27,24,2070,23.0,1,1.1,10,42,0,40,0,19,40,90,1.09,0.17,56,32,23,22,70,2,0.043,0.048,0.435,1.826,0.0,1.739,0.0,0.826,1.739,3.913,2.435,1.391,1.0,0.957,3.043,0.087
Timothy Castagne,be BEL,DF,Fulham,eng Premier League,28.0,24,17,1649,18.3,1,1.2,9,62,0,37,0,5,12,67,1.36,0.16,46,29,22,15,83,0,0.055,0.066,0.492,3.388,0.0,2.022,0.0,0.273,0.656,3.661,2.514,1.585,1.202,0.82,4.536,0.0
Jean-Charles Castelletto,cm CMR,"DF,MF",Nantes,fr Ligue 1,29.0,30,30,2620,29.1,0,0.1,2,87,0,9,0,3,3,19,0.69,0.07,34,17,25,27,151,0,0.0,0.003,0.069,2.99,0.0,0.309,0.0,0.103,0.103,0.653,1.168,0.584,0.859,0.928,5.189,0.0
Catena,es ESP,DF,Osasuna,es La Liga,29.0,35,35,3074,34.2,3,2.3,10,89,1,2,0,8,11,4,0.85,0.18,46,28,35,40,221,2,0.088,0.067,0.292,2.602,0.029,0.058,0.0,0.234,0.322,0.117,1.345,0.819,1.023,1.17,6.462,0.058
Zeki Çelik,tr TUR,DF,Roma,it Serie A,27.0,31,27,2256,25.1,2,1.6,19,106,0,42,0,8,14,93,1.51,0.16,62,37,15,28,84,3,0.08,0.064,0.757,4.223,0.0,1.673,0.0,0.319,0.558,3.705,2.47,1.474,0.598,1.116,3.347,0.12
Julian Chabot,de GER,DF,Stuttgart,de Bundesliga,26.0,31,27,2269,25.2,1,0.5,6,108,0,2,0,3,5,5,0.95,0.08,37,24,38,29,135,0,0.04,0.02,0.238,4.286,0.0,0.079,0.0,0.119,0.198,0.198,1.468,0.952,1.508,1.151,5.357,0.0
El Chadaille Bitshiabu,fr FRA,DF,RB Leipzig,de Bundesliga,19.0,21,13,1130,12.6,0,0.4,5,69,1,4,0,2,3,2,1.11,0.08,27,18,13,25,97,2,0.0,0.032,0.397,5.476,0.079,0.317,0.0,0.159,0.238,0.159,2.143,1.429,1.032,1.984,7.698,0.159
Trevoh Chalobah,eng ENG,DF,Crystal Palace,eng Premier League,25.0,12,12,1060,11.8,0,0.4,4,34,1,7,0,6,10,6,0.93,0.0,20,16,19,19,57,3,0.0,0.034,0.339,2.881,0.085,0.593,0.0,0.508,0.847,0.508,1.695,1.356,1.61,1.61,4.831,0.254
Trevoh Chalobah,eng ENG,DF,Chelsea,eng Premier League,25.0,13,11,910,10.1,1,1.2,3,37,1,3,0,2,5,2,1.29,0.3,11,7,10,6,48,1,0.099,0.119,0.297,3.663,0.099,0.297,0.0,0.198,0.495,0.198,1.089,0.693,0.99,0.594,4.752,0.099
Brendan Chardonnet,fr FRA,DF,Brest,fr Ligue 1,29.0,27,27,2416,26.8,0,1.2,8,51,2,3,0,0,0,5,0.89,0.15,45,33,29,45,169,2,0.0,0.045,0.299,1.903,0.075,0.112,0.0,0.0,0.0,0.187,1.679,1.231,1.082,1.679,6.306,0.075
Anrie Chase,jp JPN,DF,Stuttgart,de Bundesliga,20.0,12,7,734,8.2,0,0.0,0,28,0,3,0,2,5,2,0.98,0.0,10,4,9,10,35,0,0.0,0.0,0.0,3.415,0.0,0.366,0.0,0.244,0.61,0.244,1.22,0.488,1.098,1.22,4.268,0.0
Pep Chavarría,es ESP,"DF,FW",Rayo Vallecano,es La Liga,26.0,34,28,2585,28.7,1,1.9,24,114,0,79,0,10,32,133,2.12,0.07,46,36,30,35,108,1,0.035,0.066,0.836,3.972,0.0,2.753,0.0,0.348,1.115,4.634,1.603,1.254,1.045,1.22,3.763,0.035
Arthur Chaves,br BRA,DF,Hoffenheim,de Bundesliga,23.0,26,24,2185,24.3,0,0.1,5,57,0,8,0,3,10,13,0.95,0.04,51,36,37,47,136,3,0.0,0.004,0.206,2.346,0.0,0.329,0.0,0.123,0.412,0.535,2.099,1.481,1.523,1.934,5.597,0.123
Jhoanner Chávez,ec ECU,"DF,MF",Lens,fr Ligue 1,22.0,10,7,596,6.6,0,0.7,9,9,0,30,19,3,6,36,2.27,0.0,9,5,6,10,13,0,0.0,0.106,1.364,1.364,0.0,4.545,2.879,0.455,0.909,5.455,1.364,0.758,0.909,1.515,1.97,0.0
Alessandro Circati,au AUS,DF,Parma,it Serie A,20.0,6,6,540,6.0,0,0.0,1,10,0,0,0,0,0,0,0.5,0.0,7,5,3,5,42,1,0.0,0.0,0.167,1.667,0.0,0.0,0.0,0.0,0.0,0.0,1.167,0.833,0.5,0.833,7.0,0.167
Pathé Ciss,sn SEN,"MF,DF",Rayo Vallecano,es La Liga,30.0,33,25,2140,23.8,1,1.1,16,128,5,4,0,14,23,12,1.98,0.08,49,24,40,31,61,3,0.042,0.046,0.672,5.378,0.21,0.168,0.0,0.588,0.966,0.504,2.059,1.008,1.681,1.303,2.563,0.126
Patrick Ciurria,it ITA,"MF,DF",Monza,it Serie A,29.0,21,12,1111,12.3,1,2.3,13,27,1,61,25,5,12,52,2.11,0.16,22,14,6,13,22,0,0.081,0.187,1.057,2.195,0.081,4.959,2.033,0.407,0.976,4.228,1.789,1.138,0.488,1.057,1.789,0.0
Jonathan Clauss,fr FRA,"DF,MF",Nice,fr Ligue 1,31.0,28,27,2303,25.6,8,7.7,55,105,4,190,108,11,28,160,3.87,0.59,52,35,48,25,68,3,0.312,0.301,2.148,4.102,0.156,7.422,4.219,0.43,1.094,6.25,2.031,1.367,1.875,0.977,2.656,0.117
Nathaniel Clyne,eng ENG,"DF,MF",Crystal Palace,eng Premier League,33.0,13,5,483,5.4,0,0.3,3,7,1,7,0,0,1,8,0.56,0.0,12,8,3,4,14,1,0.0,0.056,0.556,1.296,0.185,1.296,0.0,0.0,0.185,1.481,2.222,1.481,0.556,0.741,2.593,0.185
Conor Coady,eng ENG,DF,Leicester City,eng Premier League,31.0,22,19,1714,19.0,0,0.1,1,32,2,0,0,1,2,0,0.32,0.0,13,9,13,32,71,2,0.0,0.005,0.053,1.684,0.105,0.0,0.0,0.053,0.105,0.0,0.684,0.474,0.684,1.684,3.737,0.105
Marcus Coco,fr FRA,DF,Nantes,fr Ligue 1,28.0,20,10,951,10.6,1,1.2,10,34,0,28,0,3,10,40,1.89,0.09,27,21,11,16,46,0,0.094,0.113,0.943,3.208,0.0,2.642,0.0,0.283,0.943,3.774,2.547,1.981,1.038,1.509,4.34,0.0
Saúl Coco,gq EQG,DF,Torino,it Serie A,25.0,32,32,2845,31.6,0,0.0,1,70,0,2,0,7,9,3,0.51,0.03,46,26,38,49,157,4,0.0,0.0,0.032,2.215,0.0,0.063,0.0,0.222,0.285,0.095,1.456,0.823,1.203,1.551,4.968,0.127
Nathan Collins,ie IRL,DF,Brentford,eng Premier League,23.0,38,38,3420,38.0,3,1.8,10,127,3,8,0,6,12,18,0.79,0.21,40,24,34,77,226,3,0.079,0.047,0.263,3.342,0.079,0.211,0.0,0.158,0.316,0.474,1.053,0.632,0.895,2.026,5.947,0.079
Nnamdi Collins,de GER,DF,Eint Frankfurt,de Bundesliga,20.0,24,15,1489,16.5,1,1.0,2,63,0,17,0,12,34,42,0.54,0.18,33,24,16,22,74,3,0.061,0.061,0.121,3.818,0.0,1.03,0.0,0.727,2.061,2.545,2.0,1.455,0.97,1.333,4.485,0.182
Levi Colwill,eng ENG,DF,Chelsea,eng Premier League,21.0,35,35,3149,35.0,1,1.1,14,131,3,13,0,6,12,12,1.09,0.09,47,34,33,37,118,4,0.029,0.031,0.4,3.743,0.086,0.371,0.0,0.171,0.343,0.343,1.343,0.971,0.943,1.057,3.371,0.114
Eray Cömert,ch SUI,"DF,MF",Valladolid,es La Liga,26.0,25,21,1779,19.8,0,0.0,0,48,0,0,0,4,4,5,0.61,0.0,24,14,24,28,75,2,0.0,0.0,0.0,2.424,0.0,0.0,0.0,0.202,0.202,0.253,1.212,0.707,1.212,1.414,3.788,0.101
Pietro Comuzzo,it ITA,DF,Fiorentina,it Serie A,19.0,32,23,2110,23.4,0,0.6,7,75,0,3,0,0,2,12,0.82,0.04,43,21,29,35,113,4,0.0,0.026,0.299,3.205,0.0,0.128,0.0,0.0,0.085,0.513,1.838,0.897,1.239,1.496,4.829,0.171
Lewis Cook,eng ENG,"MF,DF",Bournemouth,eng Premier League,27.0,36,32,2978,33.1,3,4.1,48,158,3,132,77,13,20,52,2.69,0.15,81,42,41,30,70,0,0.091,0.124,1.45,4.773,0.091,3.988,2.326,0.393,0.604,1.571,2.447,1.269,1.239,0.906,2.115,0.0
Copete,es ESP,DF,Mallorca,es La Liga,24.0,25,16,1528,17.0,0,0.0,0,47,2,7,0,4,5,2,0.59,0.06,29,17,17,24,123,2,0.0,0.0,0.0,2.765,0.118,0.412,0.0,0.235,0.294,0.118,1.706,1.0,1.0,1.412,7.235,0.118
Diego Coppola,it ITA,DF,Hellas Verona,it Serie A,20.0,34,33,2927,32.5,0,0.1,3,48,1,0,0,1,5,3,0.31,0.03,66,36,72,44,194,2,0.0,0.003,0.092,1.477,0.031,0.0,0.0,0.031,0.154,0.092,2.031,1.108,2.215,1.354,5.969,0.062
Derek Cornelius,ca CAN,DF,Marseille,fr Ligue 1,26.0,21,17,1420,15.8,0,0.1,4,68,1,4,0,0,2,11,0.57,0.0,24,17,14,16,51,0,0.0,0.006,0.253,4.304,0.063,0.253,0.0,0.0,0.127,0.696,1.519,1.076,0.886,1.013,3.228,0.0
Pierre Cornud,fr FRA,DF,Saint-Étienne,fr Ligue 1,27.0,11,7,576,6.4,0,0.3,3,19,1,14,1,2,7,17,0.78,0.0,12,10,9,9,28,1,0.0,0.047,0.469,2.969,0.156,2.188,0.156,0.312,1.094,2.656,1.875,1.562,1.406,1.406,4.375,0.156
Thierry Correia,pt POR,DF,Valencia,es La Liga,25.0,11,9,768,8.5,0,0.3,5,44,0,18,0,8,23,48,1.87,0.0,27,18,4,10,18,0,0.0,0.035,0.588,5.176,0.0,2.118,0.0,0.941,2.706,5.647,3.176,2.118,0.471,1.176,2.118,0.0
Danny da Costa,de GER,DF,Mainz 05,de Bundesliga,31.0,25,25,2006,22.3,1,0.6,10,109,0,22,0,8,17,22,1.39,0.13,42,23,27,19,95,3,0.045,0.027,0.448,4.888,0.0,0.987,0.0,0.359,0.762,0.987,1.883,1.031,1.211,0.852,4.26,0.135
Logan Costa,cv CPV,DF,Villarreal,es La Liga,23.0,32,28,2587,28.7,1,0.6,4,116,1,5,0,0,2,10,0.76,0.07,38,21,21,25,115,2,0.035,0.021,0.139,4.042,0.035,0.174,0.0,0.0,0.07,0.348,1.324,0.732,0.732,0.871,4.007,0.07
Vladimír Coufal,cz CZE,DF,West Ham,eng Premier League,31.0,22,11,1067,11.9,0,0.7,8,39,0,28,0,5,15,33,1.52,0.08,22,15,8,13,39,1,0.0,0.059,0.672,3.277,0.0,2.353,0.0,0.42,1.261,2.773,1.849,1.261,0.672,1.092,3.277,0.084
Woyo Coulibaly,ml MLI,DF,Parma,it Serie A,25.0,14,12,1084,12.0,1,0.9,8,41,2,5,1,8,17,23,1.58,0.25,13,10,8,19,25,0,0.083,0.075,0.667,3.417,0.167,0.417,0.083,0.667,1.417,1.917,1.083,0.833,0.667,1.583,2.083,0.0
Yan Couto,br BRA,"DF,FW",Dortmund,de Bundesliga,22.0,21,8,895,9.9,0,0.9,12,68,0,53,2,13,33,83,2.92,0.2,24,16,10,12,32,2,0.0,0.091,1.212,6.869,0.0,5.354,0.202,1.313,3.333,8.384,2.424,1.616,1.01,1.212,3.232,0.202
Nicolas Cozza,fr FRA,"DF,MF",Nantes,fr Ligue 1,25.0,27,23,2051,22.8,0,1.4,7,64,1,27,0,5,20,56,0.88,0.09,59,41,25,25,69,0,0.0,0.061,0.307,2.807,0.044,1.184,0.0,0.219,0.877,2.456,2.588,1.798,1.096,1.096,3.026,0.0
Aaron Cresswell,eng ENG,DF,West Ham,eng Premier League,34.0,18,10,824,9.2,0,1.3,9,36,1,36,13,1,2,4,1.64,0.0,11,7,8,9,37,0,0.0,0.141,0.978,3.913,0.109,3.913,1.413,0.109,0.217,0.435,1.196,0.761,0.87,0.978,4.022,0.0
